TITLE = "AOA8"
VARIABLES = "x", "y", "Vx", "Vy", "TKE"
ZONE T="Frame 0", I=64, J=64
-155.29433	118.261325	-16.696691244	-0.58520016	14.671632036816
-150.084986	118.261325	-16.702909728	-0.592132348	14.6651558885267
-144.875642	118.261325	-16.721001968	-0.609963908000001	14.7299358273065
-139.666298	118.261325	-16.751594796	-0.636122672	14.9019908131289
-134.456954	118.261325	-16.769581488	-0.671692596	14.9890433501542
-129.247611	118.261325	-16.784011716	-0.704223832	15.0841311839264
-124.038267	118.261325	-16.792930584	-0.736899948	15.1492744946874
-118.828923	118.261325	-16.800096104	-0.766776672	15.203934881526
-113.619579	118.261325	-16.810237612	-0.791314764	15.2745090911467
-108.410235	118.261325	-16.826185764	-0.8093968	15.3771365771915
-103.200891	118.261325	-16.847974256	-0.822034239999999	15.5130689954521
-97.991547	118.261325	-16.87358626	-0.831685888	15.6728834738281
-92.782203	118.261325	-16.900454764	-0.840425396	15.843338970067
-87.572859	118.261325	-16.92696512	-0.848634716	16.0143479556097
-82.363515	118.261325	-16.953038952	-0.855462588	16.1829886943144
-77.154171	118.261325	-16.979385408	-0.860350112	16.3518389180333
-71.944828	118.261325	-17.006422908	-0.863879452	16.5240146594893
-66.735484	118.261325	-17.034199324	-0.867199068	16.7010806390773
-61.52614	118.261325	-17.063078924	-0.870874564	16.8855844386294
-56.316796	118.261325	-17.093822112	-0.874363056	17.081917950472
-51.107452	118.261325	-17.12675666	-0.876399236	17.2919711685752
-45.898108	118.261325	-17.161242528	-0.875707528	17.5119496489984
-40.688764	118.261325	-17.19627446	-0.871422296000001	17.7358343661757
-35.47942	118.261325	-17.231581444	-0.863095808	17.9619843699084
-30.270076	118.261325	-17.26800882	-0.850538632	18.1955936380292
-25.060732	118.261325	-17.306667192	-0.833697412	18.4431604595048
-19.851388	118.261325	-17.347396152	-0.812599316	18.7028135578657
-14.642045	118.261325	-17.38792216	-0.787355344	18.9597048481104
-9.432701	118.261325	-17.424879896	-0.75825754	19.1924962598549
-4.223357	118.261325	-17.456152116	-0.72589676	19.3875626515444
0.985987	118.261325	-17.4823317	-0.691044228	19.5486571152828
6.195331	118.261325	-17.5058491	-0.654155024	19.6920839859731
11.404675	118.261325	-17.52883238	-0.614812644	19.8326519498932
16.614019	118.261325	-17.551890916	-0.571708499999999	19.9751505513218
21.823363	118.261325	-17.574531636	-0.523348448	20.1168717935203
27.032707	118.261325	-17.596112356	-0.468952264	20.2540156866187
32.242051	118.261325	-17.616195836	-0.40887506	20.3844233897773
37.451395	118.261325	-17.634268836	-0.344496944	20.5055241591101
42.660738	118.261325	-17.649419448	-0.27799108	20.6112807771506
47.870082	118.261325	-17.660386236	-0.21200892	20.6921580945568
53.079426	118.261325	-17.665873544	-0.148892356	20.7378977813088
58.28877	118.261325	-17.664681932	-0.089555752	20.7395711012322
63.498114	118.261325	-17.655585456	-0.033071968	20.6891184940294
