TITLE = "B00245"
VARIABLES = "x", "y", "Vx", "Vy"
ZONE T="Frame 0", I=64, J=64
-155.294330 118.261325 -17.840787 -0.005665
-150.084986 118.261325 -17.849768 0.004396
-144.875642 118.261325 -17.879354 -0.021130
-139.666298 118.261325 -17.922579 -0.107478
-134.456954 118.261325 -17.914098 -0.169754
-129.247611 118.261325 -17.906994 -0.196305
-124.038267 118.261325 -17.891005 -0.191965
-118.828923 118.261325 -17.880780 -0.175467
-113.619579 118.261325 -17.889510 -0.168324
-108.410235 118.261325 -17.923631 -0.172676
-103.200891 118.261325 -17.983615 -0.172789
-97.991547 118.261325 -18.066070 -0.155393
-92.782203 118.261325 -18.163156 -0.122792
-87.572859 118.261325 -18.261281 -0.085759
-82.363515 118.261325 -18.343686 -0.049486
-77.154171 118.261325 -18.397237 -0.010598
-71.944828 118.261325 -18.418297 0.035194
-66.735484 118.261325 -18.412894 0.088271
-61.526140 118.261325 -18.391860 0.148296
-56.316796 118.261325 -18.364963 0.216716
-51.107452 118.261325 -18.336530 0.291659
-45.898108 118.261325 -18.304058 0.362309
-40.688764 118.261325 -18.262142 0.414124
-35.479420 118.261325 -18.210642 0.442432
-30.270076 118.261325 -18.159286 0.457950
-25.060732 118.261325 -18.121208 0.474427
-19.851388 118.261325 -18.100410 0.490385
-14.642045 118.261325 -18.087335 0.487046
-9.432701 118.261325 -18.068313 0.448548
-4.223357 118.261325 -18.037775 0.385235
0.985987 118.261325 -17.999291 0.334634
6.195331 118.261325 -17.956759 0.335613
11.404675 118.261325 -17.908706 0.398175
16.614019 118.261325 -17.851824 0.496570
21.823363 118.261325 -17.786396 0.590895
27.032707 118.261325 -17.715659 0.655730
32.242051 118.261325 -17.641479 0.691218
37.451395 118.261325 -17.563309 0.712532
42.660738 118.261325 -17.480648 0.732571
47.870082 118.261325 -17.393467 0.752134
53.079426 118.261325 -17.299985 0.760224
58.288770 118.261325 -17.197726 0.740906
63.498114 118.261325 -17.090066 0.683701
68.707458 118.261325 -16.990515 0.593560
73.916802 118.261325 -16.916129 0.493154
79.126146 118.261325 -16.873414 0.412569
84.335490 118.261325 -16.850166 0.371703
89.544834 118.261325 -16.822716 0.369349
94.754178 118.261325 -16.773666 0.388397
99.963521 118.261325 -16.705008 0.410838
105.172865 118.261325 -16.635621 0.426939
110.382209 118.261325 -16.585986 0.432188
115.591553 118.261325 -16.563175 0.421763
120.800897 118.261325 -16.556513 0.393150
126.010241 118.261325 -16.544423 0.352883
131.219585 118.261325 -16.507053 0.315371
136.428929 118.261325 -16.438599 0.291935
141.638273 118.261325 -16.351979 0.280947
146.847617 118.261325 -16.270159 0.268479
152.056961 118.261325 -16.209144 0.238067
157.266304 118.261325 -16.168438 0.212161
162.475648 118.261325 -16.147291 0.108685
167.684992 118.261325 -16.101132 0.000084
172.894336 118.261325 -16.068962 -0.055404
-155.294330 113.051981 -17.805951 -0.032406
-150.084986 113.051981 -17.818598 -0.025828
-144.875642 113.051981 -17.854982 -0.052347
-139.666298 113.051981 -17.907045 -0.131785
-134.456954 113.051981 -17.912075 -0.190554
-129.247611 113.051981 -17.918270 -0.218404
-124.038267 113.051981 -17.916117 -0.219330
-118.828923 113.051981 -17.917371 -0.208706
-113.619579 113.051981 -17.931797 -0.203926
-108.410235 113.051981 -17.963531 -0.205858
-103.200891 113.051981 -18.013127 -0.201047
-97.991547 113.051981 -18.079626 -0.179805
-92.782203 113.051981 -18.159056 -0.146768
-87.572859 113.051981 -18.242164 -0.112600
-82.363515 113.051981 -18.315916 -0.080074
-77.154171 113.051981 -18.368854 -0.042259
-71.944828 113.051981 -18.395993 0.007748
-66.735484 113.051981 -18.399707 0.070232
-61.526140 113.051981 -18.387044 0.142093
-56.316796 113.051981 -18.365755 0.221003
